# Command used - mpirun -np 2 --report-bindings --map-by socket --mca pml ucx --mca btl self,tcp --mca btl_tcp_if_include ib0 ./IMB-MPI1_gcc PingPong -msglog 28
# Nodes used - ct1pg-gnode001.hpc, ct1pg-gnode003.hpc
# Calculated Latency = ; Calculated Bandwidth = 
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.45,0.00
1,1000,0.42,2.39
2,1000,0.41,4.83
4,1000,0.42,9.63
8,1000,0.42,19.22
16,1000,0.42,38.49
32,1000,0.56,56.70
64,1000,0.58,109.91
128,1000,0.98,130.54
256,1000,1.04,245.54
512,1000,1.17,438.89
1024,1000,1.40,732.74
2048,1000,2.06,993.88
4096,1000,2.93,1395.83
8192,1000,4.65,1762.39
16384,1000,7.09,2310.72
32768,1000,12.69,2582.65
65536,640,24.03,2726.92
131072,320,44.53,2943.26
262144,160,14.86,17642.54
524288,80,26.37,19880.66
1048576,40,60.48,17336.45
2097152,20,160.16,13094.10
4194304,10,353.62,11861.03
8388608,5,762.22,11005.47
16777216,2,2432.63,6896.74
33554432,1,6738.52,4979.50
67108864,1,14083.74,4764.99
134217728,1,27675.52,4849.69
268435456,1,53544.75,5013.29
