# Command used - mpiexec -np 2 -ppn=1 -env I_MPI_DEBUG 5 -genv I_MPI_FABRICS=ofi -genv I_MPI_OFI_PROVIDER=sockets ./IMB-MPI1_intel PingPong -msglog 28
# Nodes used - ct1pt-tnode009.hpc, ct1pt-tnode010.hpc
# Calculated Latency = ; Calculated Bandwidth = 
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,36.21,0.00
1,1000,12.13,0.08
2,1000,12.07,0.17
4,1000,12.03,0.33
8,1000,12.03,0.67
16,1000,12.06,1.33
32,1000,12.08,2.65
64,1000,12.11,5.29
128,1000,12.29,10.42
256,1000,28.57,8.96
512,1000,32.72,15.65
1024,1000,46.61,21.97
2048,1000,30.24,67.72
4096,1000,25.06,163.45
8192,1000,33.00,248.22
16384,1000,36.24,452.06
32768,1000,185.25,176.88
65536,640,81.39,805.20
131072,320,105.77,1239.20
262144,160,164.44,1594.17
524288,80,268.15,1955.19
1048576,40,482.92,2171.34
2097152,20,921.41,2276.01
4194304,10,1747.68,2399.92
8388608,5,3820.80,2195.51
16777216,2,7219.85,2323.76
33554432,1,12036.85,2787.64
67108864,1,23676.48,2834.41
134217728,1,86593.55,1549.97
268435456,1,174732.27,1536.27
