# Command used - mpirun -np 2 --report-bindings --map-by socket --mca pml ucx --mca btl self,vader --mca btl_vader_if_include ib0 ./IMB-MPI1_gcc PingPong -msglog 28
# Nodes used - ct1pg-gnode001.hpc, ct1pg-gnode003.hpc
# Calculated Latency = ; Calculated Bandwidth = 
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.45,0.00
1,1000,0.42,2.36
2,1000,0.42,4.72
4,1000,0.42,9.45
8,1000,0.42,18.94
16,1000,0.42,37.78
32,1000,0.58,55.35
64,1000,0.58,109.99
128,1000,1.08,118.62
256,1000,1.11,230.38
512,1000,1.19,430.70
1024,1000,1.45,705.67
2048,1000,2.10,977.19
4096,1000,2.97,1377.21
8192,1000,4.71,1737.77
16384,1000,7.39,2218.13
32768,1000,12.86,2548.19
65536,640,23.78,2755.62
131072,320,44.36,2954.81
262144,160,14.70,17833.75
524288,80,25.97,20189.94
1048576,40,61.28,17110.45
2097152,20,163.69,12811.52
4194304,10,356.29,11772.02
8388608,5,771.39,10874.66
16777216,2,2464.82,6806.67
33554432,1,6807.09,4929.33
67108864,1,14012.41,4789.25
134217728,1,27393.49,4899.62
268435456,1,54188.40,4953.74
