# Command used - mpirun -np 2 --report-bindings --map-by socket --mca pml ucx --mca btl self,tcp --mca btl_tcp_if_include ib0 ./IMB-MPI1_gcc PingPong -msglog 28
# Nodes used - ct1pg-gnode001.hpc, ct1pg-gnode003.hpc
# Calculated Latency = ; Calculated Bandwidth = 
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.42,2.41
2,1000,0.42,4.78
4,1000,0.42,9.54
8,1000,0.42,19.20
16,1000,0.42,38.16
32,1000,0.57,56.35
64,1000,0.60,107.49
128,1000,1.08,118.19
256,1000,1.12,227.69
512,1000,1.22,420.97
1024,1000,1.42,720.35
2048,1000,2.09,978.03
4096,1000,2.96,1384.31
8192,1000,4.66,1757.09
16384,1000,7.20,2275.80
32768,1000,12.67,2586.25
65536,640,23.95,2735.88
131072,320,44.60,2938.87
262144,160,14.78,17742.10
524288,80,26.37,19883.04
1048576,40,60.28,17395.43
2097152,20,162.11,12936.34
4194304,10,352.92,11884.74
8388608,5,770.10,10892.85
16777216,2,2458.19,6825.03
33554432,1,6754.45,4967.75
67108864,1,13955.43,4808.80
134217728,1,27378.98,4902.22
268435456,1,53655.82,5002.91
