# Command used - mpirun -np 2 --report-bindings --map-by socket --mca pml ob1 --mca btl self,tcp --mca btl_tcp_if_include ib0 ./IMB-MPI1_gcc PingPong -msglog 28
# Nodes used - ct1pg-gnode001.hpc, ct1pg-gnode003.hpc
# Calculated Latency = ; Calculated Bandwidth = 
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.80,0.00
1,1000,8.89,0.11
2,1000,8.87,0.23
4,1000,8.91,0.45
8,1000,8.88,0.90
16,1000,8.88,1.80
32,1000,8.89,3.60
64,1000,8.92,7.17
128,1000,9.19,13.93
256,1000,9.27,27.61
512,1000,9.29,55.09
1024,1000,10.40,98.51
2048,1000,9.72,210.76
4096,1000,11.61,352.95
8192,1000,12.32,664.88
16384,1000,16.81,974.55
32768,1000,27.01,1212.97
65536,640,61.84,1059.81
131072,320,85.92,1525.59
262144,160,117.16,2237.57
524288,80,188.54,2780.74
1048576,40,329.89,3178.55
2097152,20,638.32,3285.43
4194304,10,1319.20,3179.43
8388608,5,2623.88,3197.02
16777216,2,5383.60,3116.36
33554432,1,10905.38,3076.87
67108864,1,21419.53,3133.07
134217728,1,42906.68,3128.13
268435456,1,85781.76,3129.28
