# Command used - mpiexec -np 2 -ppn=1 -env I_MPI_DEBUG 5 -genv I_MPI_FABRICS=shm:ofi -genv I_MPI_OFI_PROVIDER=tcp ./IMB-MPI1_intel PingPong
# Nodes used - ct1pg-gnode001.hpc, ct1pg-gnode003.hpc
# Calculated Latency = ; Calculated Bandwidth = 
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.14,0.00
1,1000,8.07,0.12
2,1000,8.09,0.25
4,1000,8.08,0.50
8,1000,8.08,0.99
16,1000,8.10,1.98
32,1000,8.10,3.95
64,1000,8.09,7.91
128,1000,8.19,15.63
256,1000,8.47,30.22
512,1000,10.38,49.34
1024,1000,10.61,96.48
2048,1000,12.87,159.12
4096,1000,14.69,278.85
8192,1000,15.97,512.82
16384,1000,26.17,626.10
32768,1000,36.66,893.88
65536,640,60.28,1087.11
131072,320,111.20,1178.66
262144,160,135.48,1934.98
524288,80,235.28,2228.32
1048576,40,431.17,2431.96
2097152,20,846.70,2476.86
4194304,10,1553.24,2700.36
