# Command used - mpirun -np 2 --report-bindings --map-by core --mca pml ucx --mca btl self,tcp --mca btl_tcp_if_include ib0 ./IMB-MPI1_gcc PingPong -msglog 28
# Nodes used - ct1pg-gnode001.hpc, ct1pg-gnode003.hpc
# Calculated Latency = ; Calculated Bandwidth = 
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.22,4.49
2,1000,0.21,9.54
4,1000,0.21,18.85
8,1000,0.21,37.85
16,1000,0.21,74.91
32,1000,0.25,128.65
64,1000,0.25,259.21
128,1000,0.34,371.17
256,1000,0.37,694.58
512,1000,0.45,1134.16
1024,1000,0.56,1832.17
2048,1000,0.77,2659.01
4096,1000,1.14,3580.16
8192,1000,1.89,4323.70
16384,1000,2.97,5521.01
32768,1000,4.76,6883.41
65536,640,8.12,8072.98
131072,320,14.67,8936.90
262144,160,13.97,18760.59
524288,80,25.30,20723.16
1048576,40,59.54,17612.03
2097152,20,157.74,13295.01
4194304,10,338.98,12373.20
8388608,5,981.54,8546.34
16777216,2,2515.42,6669.76
33554432,1,5476.73,6126.73
67108864,1,11048.88,6073.82
134217728,1,21923.64,6122.05
268435456,1,43658.85,6148.48
