# Command used - mpirun -np 2 --report-bindings --map-by socket --mca pml ucx --mca btl self,tcp --mca btl_tcp_if_include ib0 ./IMB-MPI1_gcc PingPong
# Nodes used - ct1pg-gnode001.hpc, ct1pg-gnode003.hpc
# Calculated Latency = ; Calculated Bandwidth = 
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.42,0.00
1,1000,0.42,2.36
2,1000,0.42,4.74
4,1000,0.43,9.40
8,1000,0.42,18.88
16,1000,0.42,37.91
32,1000,0.57,56.37
64,1000,0.59,109.39
128,1000,1.03,124.56
256,1000,1.06,241.85
512,1000,1.20,425.54
1024,1000,1.40,733.14
2048,1000,2.07,987.82
4096,1000,2.94,1392.04
8192,1000,4.69,1748.47
16384,1000,7.13,2297.21
32768,1000,12.80,2559.18
65536,640,23.89,2742.95
131072,320,43.48,3014.21
262144,160,14.74,17779.32
524288,80,26.54,19754.45
1048576,40,59.78,17541.35
2097152,20,157.55,13311.30
4194304,10,328.02,12786.74
