# Command used - mpirun -np 2 --report-bindings --map-by socket --mca pml ucx --mca btl self,vader --mca btl_vader_if_include ib0 ./IMB-MPI1_gcc PingPong -msglog 28
# Nodes used - ct1pt-tnode009.hpc, ct1pt-tnode010.hpc
# Calculated Latency = ; Calculated Bandwidth = 
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.42,2.37
2,1000,0.40,5.00
4,1000,0.40,10.01
8,1000,0.40,20.03
16,1000,0.40,40.09
32,1000,0.56,57.26
64,1000,0.56,114.75
128,1000,0.88,145.04
256,1000,0.92,278.48
512,1000,1.12,457.03
1024,1000,1.31,780.55
2048,1000,2.10,974.04
4096,1000,2.99,1368.10
8192,1000,4.80,1704.95
16384,1000,7.44,2200.72
32768,1000,13.10,2500.55
65536,640,23.73,2762.29
131072,320,45.58,2875.92
262144,160,13.07,20057.96
524288,80,25.36,20675.26
1048576,40,54.22,19340.02
2097152,20,141.37,14834.16
4194304,10,291.78,14374.78
8388608,5,634.96,13211.16
16777216,2,2170.99,7727.90
33554432,1,6094.07,5506.08
67108864,1,13615.08,4929.01
134217728,1,26968.11,4976.90
268435456,1,52861.30,5078.11
