# Command used - mpirun -np 2 --report-bindings --map-by socket --mca pml ucx --mca btl self,tcp --mca btl_tcp_if_include br0 ./IMB-MPI1_gcc PingPong -msglog 28
# Nodes used - ct1pg-gnode001.hpc, ct1pg-gnode003.hpc
# Calculated Latency = ; Calculated Bandwidth = 
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.41,2.42
2,1000,0.41,4.86
4,1000,0.41,9.66
8,1000,0.41,19.31
16,1000,0.41,38.59
32,1000,0.56,57.18
64,1000,0.57,113.14
128,1000,1.01,127.25
256,1000,1.05,242.70
512,1000,1.18,432.68
1024,1000,1.41,724.71
2048,1000,2.07,990.14
4096,1000,2.94,1393.45
8192,1000,4.62,1771.63
16384,1000,7.20,2275.71
32768,1000,12.41,2641.34
65536,640,23.42,2798.41
131072,320,43.11,3040.36
262144,160,14.82,17682.74
524288,80,26.33,19911.73
1048576,40,61.78,16973.08
2097152,20,163.97,12790.10
4194304,10,351.92,11918.26
8388608,5,771.03,10879.74
16777216,2,2427.04,6912.61
33554432,1,6784.33,4945.87
67108864,1,13967.59,4804.61
134217728,1,27441.53,4891.04
268435456,1,53643.73,5004.04
