# Command used - mpiexec -np 2 -env I_MPI_DEBUG 5 -genv I_MPI_FABRICS=shm -genv I_MPI_OFI_PROVIDER=sockets -genv I_MPI_PIN_PROCESSOR_LIST 0,1 ./IMB-MPI1_intel PingPong
# Nodes used - ct1pg-gnode001.hpc, ct1pg-gnode003.hpc
# Calculated Latency = ; Calculated Bandwidth = 
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.44,0.00
1,1000,0.45,2.24
2,1000,0.45,4.47
4,1000,0.45,8.98
8,1000,0.45,17.94
16,1000,0.45,35.90
32,1000,0.49,65.70
64,1000,0.48,132.45
128,1000,0.59,215.60
256,1000,0.64,401.70
512,1000,0.95,539.46
1024,1000,0.98,1042.79
2048,1000,1.12,1825.37
4096,1000,1.52,2687.44
8192,1000,2.09,3916.04
16384,1000,3.47,4716.70
32768,1000,5.32,6162.11
65536,640,9.15,7165.63
131072,320,14.96,8760.29
262144,160,27.47,9543.33
524288,80,67.46,7772.39
1048576,40,132.43,7917.88
2097152,20,258.69,8106.96
4194304,10,509.67,8229.37
