# Command used - mpirun -np 2 --report-bindings --map-by core --mca pml ob1 --mca btl self,tcp --mca btl_tcp_if_include br0 ./IMB-MPI1_gcc PingPong -msglog 28
# Nodes used - ct1pt-tnode009.hpc, ct1pt-tnode010.hpc
# Calculated Latency = 5.522 usec; Calculated Bandwidth = 5190.298 MBytes/sec 
#bytes,#repetitions,t[usec],Mbytes/sec,t[usec] computed,Mbytes/sec (computed)
0,1000,5.48,0.0,18.307,0.0
1,1000,5.55,0.18,18.307,0.055
2,1000,5.53,0.36,18.308,0.109
4,1000,5.53,0.72,18.308,0.218
8,1000,5.52,1.45,18.309,0.437
16,1000,5.54,2.89,18.31,0.874
32,1000,5.54,5.77,18.313,1.747
64,1000,5.55,11.53,18.319,3.494
128,1000,5.59,22.88,18.332,6.982
256,1000,5.62,45.54,18.356,13.946
512,1000,5.7,89.76,18.406,27.817
1024,1000,6.36,161.0,18.504,55.338
2048,1000,6.15,333.05,18.702,109.509
4096,1000,7.17,571.48,19.096,214.492
8192,1000,7.62,1074.95,19.885,411.959
16384,1000,9.68,1692.51,21.464,763.331
32768,1000,16.11,2033.97,24.62,1330.924
65536,640,30.24,2166.84,30.934,2118.589
131072,320,40.48,3238.28,43.56,3008.969
262144,160,56.11,4672.06,68.814,3809.474
524288,80,89.62,5850.18,119.32,4393.956
1048576,40,156.01,6721.27,220.333,4759.044
2097152,20,293.06,7156.15,422.36,4965.324
4194304,10,660.36,6351.55,826.412,5075.319
8388608,5,1609.0,5213.55,1634.517,5132.164
16777216,2,3437.28,4880.96,3250.726,5161.067
33554432,1,6908.11,4857.25,6483.145,5175.641
67108864,1,13041.05,5145.97,12947.983,5182.959
134217728,1,25917.08,5178.74,25877.658,5186.626
268435456,1,51633.98,5198.81,51737.01,5188.461
