# Command used - mpiexec -np 2 -ppn=1 -env I_MPI_DEBUG 5 -genv I_MPI_FABRICS=ofi -genv I_MPI_OFI_PROVIDER=tcp ./IMB-MPI1_intel PingPong
# Nodes used - ct1pg-gnode001.hpc, ct1pg-gnode003.hpc
# Calculated Latency = ; Calculated Bandwidth = 
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.45,0.00
1,1000,8.35,0.12
2,1000,8.31,0.24
4,1000,8.24,0.49
8,1000,8.28,0.97
16,1000,8.29,1.93
32,1000,8.20,3.90
64,1000,8.08,7.92
128,1000,8.19,15.63
256,1000,8.36,30.63
512,1000,10.49,48.80
1024,1000,10.78,95.02
2048,1000,13.07,156.75
4096,1000,14.90,274.87
8192,1000,17.21,476.13
16384,1000,25.85,633.84
32768,1000,36.50,897.76
65536,640,60.66,1080.39
131072,320,111.61,1174.35
262144,160,136.21,1924.59
524288,80,228.96,2289.84
1048576,40,429.16,2443.31
2097152,20,781.93,2682.01
4194304,10,1470.88,2851.57
